City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,bunia,1.5667,30.25,18.65,81,86,0.42,CD,1694212612
269,katsuren-haebaru,26.3369,127.8719,27.43,78,0,0.0,JP,1694212612
270,mata-utu,-13.2816,-176.1745,27.04,80,79,7.09,WF,1694212612
271,nishinoomote,30.7333,131.0,26.6,75,39,3.07,JP,1694212612
272,kintinku,-5.8833,35.2333,22.54,54,9,3.15,TZ,1694212612
273,aswan,24.0934,32.907,35.61,16,0,2.06,EG,1694212613
274,zuera,41.8677,-0.7898,24.73,50,1,4.46,ES,1694212613
275,tomatlan,19.9333,-105.25,32.7,61,50,4.12,MX,1694212613
276,grande prairie,55.1667,-118.8027,20.1,34,20,5.66,CA,1694212539
277,quellon,-43.1167,-73.6167,10.14,87,100,6.17,CL,1694212613
278,krupka,50.6845,13.8582,19.45,74,11,6.26,CZ,1694212614
279,merizo village,13.2658,144.6691,27.85,95,100,9.59,GU,1694212614
280,carnarvon,-24.8667,113.6333,18.18,82,0,1.33,AU,1694212614
281,utete,-7.986,38.758,20.69,95,9,1.47,TZ,1694212615
282,amurzet,47.6967,131.0981,11.92,55,7,4.06,RU,1694212339
283,dampit,-8.2116,112.7493,17.4,88,7,1.8,ID,1694212615
284,khetia,21.6667,74.5833,24.8,95,100,4.65,IN,1694212615
285,kirakira,-10.4544,161.9205,27.93,74,100,5.69,SB,1694212615
286,karachi,24.9056,67.0822,27.9,74,40,5.66,PK,1694212615
287,olavarria,-36.8927,-60.3225,11.12,46,83,2.79,AR,1694212616
288,namibe,-15.1961,12.1522,17.86,87,71,4.78,AO,1694212616
289,manakara,-22.1333,48.0167,18.46,92,4,2.36,MG,1694212616
290,mount isa,-20.7333,139.5,17.87,19,60,5.14,AU,1694212616
291,mokhsogollokh,61.4681,128.9203,2.21,97,100,4.36,RU,1694212616
292,chinde,26.8418,88.0763,17.35,94,100,2.1,NP,1694212617
293,road town,18.4167,-64.6167,30.05,74,40,3.09,VG,1694212566
294,neka,36.6508,53.299,21.49,81,0,1.49,IR,1694212617
295,gereida,11.2811,25.1414,27.04,63,78,2.63,SD,1694212617
296,jamestown,42.097,-79.2353,21.12,78,0,4.12,US,1694212517
297,sarmiento,-45.5882,-69.07,9.32,56,40,3.35,AR,1694212618
298,tazovsky,67.4667,78.7,7.98,96,100,4.1,RU,1694212618
299,simanggang,1.2472,111.4528,23.27,96,77,0.55,MY,1694212618
300,dokkum,53.3222,5.997,21.65,99,100,0.51,NL,1694212618
301,changzhi,35.2089,111.7386,22.59,88,85,1.27,CN,1694212618
302,north bend,43.4065,-124.2243,25.69,68,0,9.26,US,1694212619
303,oblivskaya,48.5362,42.5014,14.76,50,99,3.93,RU,1694212619
304,uturoa,-16.7333,-151.4333,25.93,74,44,2.84,PF,1694212619
305,usogorsk,63.4106,48.6872,11.13,95,97,1.69,RU,1694212619
306,hradyz'k,49.2346,33.1361,15.39,48,75,4.63,UA,1694212619
307,ingeniero jacobacci,-41.3427,-69.5448,6.56,61,14,7.01,AR,1694212620
308,saint-pierre,-21.3393,55.4781,18.82,59,40,2.57,RE,1694212620
309,caluula,11.9661,50.7569,30.15,67,33,2.46,SO,1694212620
310,bangassou,4.7413,22.8184,20.01,92,67,0.96,CF,1694212620
311,fort st. john,56.2499,-120.8529,19.94,26,40,2.06,CA,1694212521
312,petrovsk-zabaykal'skiy,51.273,108.843,7.75,92,84,1.14,RU,1694212389
313,nar'yan-mar,67.6713,53.087,6.9,90,56,2.16,RU,1694212396
314,luderitz,-26.6481,15.1594,15.8,68,33,0.95,NA,1694212621
315,ghadamis,30.1337,9.5007,26.13,43,0,6.37,LY,1694212621
316,mafinga,-7.25,35.0667,21.94,49,63,2.06,TZ,1694212621
317,mogocha,53.7333,119.7667,7.0,68,98,1.1,RU,1694212622
318,san antonio de pale,-1.4014,5.6325,23.56,87,58,6.41,GQ,1694212622
319,sokoto,13.0609,5.239,29.58,57,47,5.02,NG,1694212551
320,sasovo,54.3537,41.9199,7.48,94,100,4.98,RU,1694212622
321,nieuw amsterdam,5.8833,-55.0833,31.19,66,20,1.03,SR,1694212622
322,port elizabeth,-33.918,25.5701,11.16,100,0,1.54,ZA,1694212623
323,mvomero,-6.25,38.6667,21.17,94,33,1.51,TZ,1694212623
324,inirida,3.8653,-67.9239,24.91,88,95,1.29,CO,1694212623
325,prabumulih,-3.45,104.25,22.09,99,14,1.26,ID,1694212623
326,zonguldak,41.25,31.8333,12.73,96,13,1.08,TR,1694212583
327,bosaso,11.2842,49.1816,33.34,44,70,7.09,SO,1694212624
328,brookings,44.3114,-96.7984,29.58,44,0,2.57,US,1694212377
329,lakatoro,-16.0999,167.4164,25.64,71,100,6.33,VU,1694212624
330,outokumpu,62.7269,29.0159,12.94,96,19,2.06,FI,1694212624
331,singkil,-7.9855,111.4161,20.05,87,4,2.1,ID,1694212624
332,kisangani,0.5167,25.2,22.29,89,51,1.3,CD,1694212625
333,wanxian,30.8039,108.3897,25.34,80,19,1.33,CN,1694212625
334,cooma,-36.2333,149.1333,5.7,49,16,2.69,AU,1694212625
335,la'ie,21.6477,-157.9253,31.98,65,41,4.02,US,1694212625
336,madugula,17.9167,82.8,25.51,92,93,1.49,IN,1694212626
337,fale old settlement,-9.3852,-171.2468,27.83,76,86,3.88,TK,1694212626
338,knoxville,35.9606,-83.9207,28.84,73,75,4.63,US,1694212429
339,sorong,-0.8833,131.25,26.38,84,100,5.76,ID,1694212626
340,wabag,-5.4781,143.7021,17.38,82,100,0.79,PG,1694212626
341,hancheng,32.5186,112.3522,24.56,75,35,1.61,CN,1694212627
342,turiacu,-1.6633,-45.3717,25.01,87,55,2.56,BR,1694212627
343,tharandt,50.9833,13.5833,19.97,77,9,2.89,DE,1694212627
344,elliot lake,46.3834,-82.6331,16.16,53,0,1.53,CA,1694212561
345,namtsy,62.7161,129.6658,2.69,79,100,4.75,RU,1694212401
346,nicoya,10.1483,-85.452,27.55,83,94,1.58,CR,1694212348
347,jaciara,-15.9653,-54.9683,31.97,34,50,2.58,BR,1694212628
348,klyuchi,52.2667,79.1667,11.52,65,35,3.55,RU,1694212628
349,kampene,-3.6,26.6667,21.29,91,61,1.1,CD,1694212630
350,palmares do sul,-30.2578,-50.5097,16.36,94,100,2.15,BR,1694212420
351,mana,5.6592,-53.7767,27.23,79,14,6.57,GF,1694212630
352,oodweyne,9.4092,45.064,25.2,51,98,7.19,SO,1694212630
353,darwin,-12.4611,130.8418,26.05,79,0,3.09,AU,1694212630
354,solsona,41.994,1.5171,19.45,67,8,1.64,ES,1694212630
355,bahawalpur,29.4,71.6833,32.03,28,6,3.31,PK,1694212631
356,trincomalee,8.5711,81.2335,27.27,74,100,8.8,LK,1694212631
357,bloemfontein,-29.1211,26.214,6.71,49,3,0.0,ZA,1694212631
358,mejit,10.2753,170.8646,28.35,74,38,2.85,MH,1694212631
359,mariental,-24.6333,17.9667,22.08,16,0,3.67,NA,1694212631
360,caleta de carquin,-11.0925,-77.6267,19.47,79,11,4.91,PE,1694212632
361,sao desiderio,-12.3633,-44.9733,24.58,30,0,2.4,BR,1694212632
362,shache,38.4167,77.2406,21.87,24,10,3.74,CN,1694212632
363,thinadhoo,0.5333,72.9333,27.87,77,80,4.69,MV,1694212632
364,lucapa,-8.4192,20.7447,22.06,59,29,1.56,AO,1694212632
365,sinop,41.7711,34.8709,11.61,80,36,1.28,TR,1694212633
366,chernyshevskiy,63.0128,112.4714,-0.93,76,18,1.31,RU,1694212633
367,kismayo,-0.3582,42.5454,25.21,74,92,6.21,SO,1694212633
368,vilyuchinsk,52.9306,158.4028,16.15,60,18,2.97,RU,1694212633
369,aykhal,66.0,111.5,-1.07,94,100,4.45,RU,1694212401
370,mallammaduri,12.565,9.9573,27.45,62,97,3.96,NG,1694212634
371,gornozavodsk,58.3758,58.3211,9.72,86,44,3.19,RU,1694212634
372,oamaru,-45.0784,170.9801,13.65,59,47,3.13,NZ,1694212634
373,abbeville,50.1,1.8333,20.98,66,79,2.55,FR,1694212634
374,sechura,-5.5569,-80.8222,22.85,65,11,8.23,PE,1694212634
375,hamilton,39.1834,-84.5333,25.35,68,75,6.17,US,1694212405
376,malvan,16.0667,73.4667,26.07,89,100,5.44,IN,1694212635
377,twon-brass,4.3151,6.2418,25.39,87,99,5.59,NG,1694212635
378,cuenca,-2.8833,-78.9833,22.07,30,20,4.63,EC,1694212614
379,maricopa,33.0581,-112.0476,43.75,14,75,2.06,US,1694212602
380,krasnoturansk,54.3186,91.5639,8.79,77,89,0.86,RU,1694212636
381,holualoa,19.6228,-155.9522,26.97,74,40,4.63,US,1694212636
382,barcarena,-1.5058,-48.6258,26.03,75,41,6.45,BR,1694212636
383,zheshart,62.0731,49.5733,10.06,98,49,2.06,RU,1694212636
384,puerto deseado,-47.7503,-65.8938,4.84,78,18,6.25,AR,1694212636
385,pisco,-13.7,-76.2167,20.03,73,0,7.2,PE,1694212637
386,mirnyy,62.5353,113.9611,0.13,86,27,3.13,RU,1694212637
387,uaua,-9.8414,-39.4817,23.22,63,46,8.72,BR,1694212637
388,lerwick,60.1545,-1.1494,16.0,96,71,4.12,GB,1694212637
389,kataba,13.9833,44.3833,18.75,66,8,1.45,YE,1694212638
390,sisimiut,66.9395,-53.6735,3.28,76,75,2.69,GL,1694212638
391,mezhdurechenskiy,59.6,65.9333,8.52,84,50,1.42,RU,1694212638
392,ciudad general teran,25.2667,-99.6833,38.11,23,0,4.81,MX,1694212638
393,chibougamau,49.9168,-74.3659,13.79,94,100,3.6,CA,1694212638
394,alibag,18.6411,72.8792,28.04,90,100,1.88,IN,1694212639
395,saint-francois,46.4154,3.9054,18.71,72,0,0.0,FR,1694212430
396,enriquillo,17.9,-71.2333,31.82,84,0,3.52,DO,1694212639
397,onega,63.9061,38.1404,7.36,84,14,1.9,RU,1694212639
398,akwanga,8.9167,8.3833,22.03,96,100,1.58,NG,1694212639
399,kharp,66.8014,65.8081,8.12,89,53,1.21,RU,1694212640
400,sitapur,27.5667,80.6833,25.72,88,100,5.29,IN,1694212640
401,nemuro,43.3236,145.575,18.3,87,71,5.37,JP,1694212640
402,mawlaik,23.6333,94.4167,24.02,100,92,0.38,MM,1694212641
403,saynshand,44.8824,110.1163,18.14,36,2,5.21,MN,1694212641
404,uruguaiana,-29.7547,-57.0883,15.96,88,75,3.6,BR,1694212432
405,bamboo flat,11.7,92.7167,28.05,83,75,3.09,IN,1694212641
406,kidal,18.4411,1.4078,32.43,32,95,3.51,ML,1694212641
407,codrington,-38.2667,141.9667,8.76,73,92,4.21,AU,1694212642
408,cidreira,-30.1811,-50.2056,16.89,96,100,3.24,BR,1694212642
409,novosokol'niki,56.3463,30.1578,9.74,92,20,1.31,RU,1694212399
410,barcelos,41.5388,-8.6151,22.08,95,94,1.54,PT,1694212642
411,oroqen zizhiqi,50.5667,123.7167,8.84,55,62,1.24,CN,1694212642
412,same,-4.0667,37.7333,17.97,88,7,0.71,TZ,1694212642
413,wotho,10.1657,166.0102,28.37,77,36,3.06,MH,1694212643
414,bandon,51.7469,-8.7425,18.77,94,59,1.14,IE,1694212643
415,san bartolome de tirajana,27.9248,-15.5733,19.26,81,20,2.57,ES,1694212643
416,ciudad lazaro cardenas,17.9583,-102.2,30.02,72,15,3.49,MX,1694212580
417,bertioga,-23.8544,-46.1386,23.34,75,4,0.9,BR,1694212643
418,talcahuano,-36.7167,-73.1167,12.82,71,0,2.57,CL,1694212644
419,kolonia,50.9333,6.95,22.75,72,0,2.06,DE,1694212644
420,cockburn town,21.4612,-71.1419,29.98,66,40,5.14,TC,1694212644
421,gaozhou,21.9392,110.8461,24.48,97,100,3.0,CN,1694212644
422,stavern,59.0,10.0333,15.74,96,100,0.34,NO,1694212645
423,hilo,19.7297,-155.09,31.82,75,40,4.12,US,1694212645
424,laurel,39.0993,-76.8483,32.7,63,0,2.57,US,1694212645
425,labrador city,52.9463,-66.9114,6.95,93,100,5.14,CA,1694212645
426,mil'kovo,55.6078,37.7956,10.75,88,47,3.68,RU,1694212645
427,ghanzi,-21.5667,21.7833,20.74,20,1,3.7,BW,1694212646
428,minab,27.1467,57.0801,30.89,63,42,0.17,IR,1694212593
429,samraong,12.4526,105.5873,23.74,99,100,1.55,KH,1694212646
430,kisii,-0.6817,34.7667,16.05,89,84,1.5,KE,1694212646
431,kaa-khem,51.6833,94.7333,8.79,65,100,1.56,RU,1694212647
432,tofol,5.3248,163.0078,29.17,70,15,3.94,FM,1694212647
433,dhidhdhoo,6.8833,73.1,27.83,77,100,4.26,MV,1694212647
434,fada,9.5667,8.3,20.74,99,99,2.16,NG,1694212647
435,khilok,51.3674,110.4676,7.53,95,85,1.84,RU,1694212647
436,segezha,63.7415,34.3222,9.75,79,65,3.24,RU,1694212648
437,kivioli,59.3531,26.9711,12.66,91,99,1.57,EE,1694212648
438,kanor,24.4333,74.2667,24.22,89,97,1.92,IN,1694212648
439,nikolayevsk-on-amure,53.1406,140.73,9.87,46,1,6.14,RU,1694212648
440,baiao,-2.7906,-49.6717,28.36,53,88,1.0,BR,1694212648
441,chauk,20.8833,94.8167,25.37,88,98,2.11,MM,1694212649
442,broken hill,-31.95,141.4333,8.24,54,49,3.42,AU,1694212649
443,kokopo,-4.352,152.2633,28.09,68,89,4.2,PG,1694212649
444,labytnangi,66.6572,66.4183,8.29,79,65,0.52,RU,1694212649
445,latimer,30.5346,-88.8667,32.95,46,0,2.57,US,1694212649
446,dwarka,22.2394,68.9678,26.9,86,68,8.22,IN,1694212650
447,ulladulla,-35.35,150.4667,10.43,42,0,3.6,AU,1694212650
448,souillac,-20.5167,57.5167,20.21,88,20,1.03,MU,1694212650
449,menaka,15.9182,2.4022,34.17,39,85,4.88,ML,1694212650
450,karlivka,49.4567,35.1295,14.08,53,87,2.78,UA,1694212651
451,belyy yar,53.6039,91.3903,7.94,100,0,0.0,RU,1694212651
452,hammerfest,70.6634,23.6821,14.25,94,75,3.09,NO,1694212651
453,dryden,49.7833,-92.7503,20.16,60,75,4.12,CA,1694212651
454,bahia de kino,28.8333,-111.9333,39.4,50,36,3.38,MX,1694212652
455,isetskoye,56.4858,65.3226,9.17,76,2,3.13,RU,1694212652
456,vecumnieki,56.6064,24.5222,14.81,98,99,1.04,LV,1694212652
457,ndende,-2.4008,11.3581,23.93,78,92,1.8,GA,1694212652
458,buta,2.7858,24.73,21.17,94,50,1.0,CD,1694212653
459,lennestadt,51.1167,8.0667,22.06,76,1,1.29,DE,1694212653
460,nouadhibou,20.931,-17.0347,24.99,73,21,9.26,MR,1694212653
461,sitka,57.0531,-135.33,16.94,59,100,4.12,US,1694212653
462,broome,42.2506,-75.833,24.26,83,79,2.23,US,1694212653
463,ocean city,39.2776,-74.5746,28.14,86,21,1.79,US,1694212654
464,nabire,-3.3667,135.4833,24.25,89,100,1.01,ID,1694212654
465,kavaratti,10.5669,72.642,27.96,79,90,7.43,IN,1694212654
466,mhamid,29.82,-5.72,33.68,20,81,6.87,MA,1694212654
467,kayyerkan,69.3786,87.7439,4.61,75,100,3.74,RU,1694212396
468,manchester,53.4809,-2.2374,22.77,88,68,1.54,GB,1694212471
469,igrim,63.1906,64.4162,10.57,66,32,1.34,RU,1694212655
470,selfoss,63.9331,-20.9971,8.36,89,100,5.62,IS,1694212655
471,chadron,42.8294,-102.9999,32.82,22,0,7.72,US,1694212655
472,kiffa,16.6166,-11.4045,34.3,37,90,5.57,MR,1694212655
473,livingston,55.9029,-3.5226,19.36,95,51,0.51,GB,1694212416
474,san juan,-31.5375,-68.5364,16.16,33,0,4.65,AR,1694212635
475,as sulayyil,20.4607,45.5779,32.14,15,30,3.91,SA,1694212565
476,bathsheba,13.2167,-59.5167,29.34,79,20,3.09,BB,1694212656
477,morehead city,34.7229,-76.726,29.03,80,0,5.14,US,1694212472
478,luganville,-15.5333,167.1667,25.59,76,100,4.46,VU,1694212656
479,opuwo,-18.0607,13.84,21.09,38,0,2.14,NA,1694212657
480,nova sintra,14.8667,-24.7167,24.66,79,62,2.2,CV,1694212657
481,peace river,56.2501,-117.286,20.17,42,20,4.12,CA,1694212657
482,pahlgam,34.0333,75.3333,11.78,65,0,2.01,IN,1694212657
483,byford,-32.2167,116.0,16.96,39,100,5.14,AU,1694212657
484,martapura,-3.4167,114.85,22.05,100,75,1.54,ID,1694212658
485,sao vicente,-23.9631,-46.3919,27.1,26,4,0.74,BR,1694212658
486,kalach,50.4258,41.0261,9.5,87,72,3.51,RU,1694212658
487,cill airne,52.05,-9.5167,16.92,97,15,1.8,IE,1694212658
488,bouna,9.2667,-3.0,22.67,95,58,1.65,CI,1694212658
489,kapa'a,22.0752,-159.319,29.71,64,20,5.14,US,1694212658
490,penzance,50.1186,-5.5371,22.09,89,100,0.83,GB,1694212659
491,kita,13.0349,-9.4895,21.29,96,100,2.58,ML,1694212659
492,zeya,53.75,127.2667,6.34,61,84,2.2,RU,1694212396
493,nagqu,31.5,92.0,3.25,95,100,2.11,CN,1694212659
494,salinas,36.6777,-121.6555,33.89,57,0,5.66,US,1694212585
495,mme-bafumen,6.3333,10.2333,15.45,96,73,1.59,CM,1694212660
496,port augusta,-32.5,137.7667,10.24,53,32,0.77,AU,1694212660
497,puerto madryn,-42.7692,-65.0385,11.81,51,5,3.41,AR,1694212660
498,itacare,-14.2775,-38.9967,22.17,84,0,3.7,BR,1694212660
499,naracoorte,-36.9579,140.7383,8.83,67,61,3.43,AU,1694212660
500,qujing,25.4833,103.7833,14.37,96,5,0.69,CN,1694212660
501,kasane,-17.8167,25.15,21.06,24,0,2.69,BW,1694212661
502,westport,41.1415,-73.3579,26.98,86,100,3.6,US,1694212661
503,rio claro,-22.4114,-47.5614,26.89,67,3,1.12,BR,1694212661
504,mbouda,5.6258,10.2552,15.87,96,79,1.5,CM,1694212661
505,puerto boyaca,5.9758,-74.5885,28.6,71,95,1.76,CO,1694212661
506,marsh harbour,26.5412,-77.0636,28.18,72,5,5.95,BS,1694212517
507,otake,34.2,132.2167,22.69,73,40,2.57,JP,1694212662
508,warmbad,-28.45,18.7333,20.42,21,38,2.23,NA,1694212662
509,mahina,-17.5065,-149.489,28.87,65,20,5.14,PF,1694212662
510,sevastopol,44.6,33.5333,18.47,39,0,3.0,UA,1694212662
511,nizao,18.25,-70.2,31.37,79,0,3.16,DO,1694212663
512,nema,57.5067,50.5011,9.97,96,100,2.91,RU,1694212663
513,bikenibeu village,1.3673,173.1241,31.98,66,20,2.06,KI,1694212663
514,ha tinh,18.3333,105.9,26.17,84,99,1.26,VN,1694212653
515,boa vista,2.8197,-60.6733,30.99,55,40,2.06,BR,1694212663
516,ardakan,32.31,54.0175,30.13,13,2,4.32,IR,1694212663
517,cascais,38.6979,-9.4215,19.98,84,72,12.52,PT,1694212664
518,mangai,-4.05,19.5333,23.02,92,97,1.3,CD,1694212664
519,al jawf,29.5,38.75,28.9,20,1,2.35,SA,1694212664
520,luau,-10.7073,22.2247,22.35,20,1,2.47,AO,1694212664
521,fenghuang,27.9356,109.5996,22.05,91,0,0.99,CN,1694212664
522,weno,7.4515,151.8468,28.97,79,75,1.54,FM,1694212665
523,quatre cocos,-20.2078,57.7625,20.61,68,10,3.99,MU,1694212665
524,margherita,27.2833,95.6833,24.04,98,93,1.04,IN,1694212665
525,akhmim,26.5622,31.745,33.11,23,5,3.9,EG,1694212665
526,acajutla,13.5928,-89.8275,29.62,72,32,1.86,SV,1694212665
527,san ignacio de velasco,-16.3667,-60.95,27.38,54,56,2.8,BO,1694212666
528,bardai,11.65,7.2333,21.57,94,95,5.93,NG,1694212666
529,kayunga,0.7025,32.8886,17.25,89,23,0.95,UG,1694212666
530,murmashi,68.8154,32.8115,12.23,81,0,2.0,RU,1694212666
531,chaozhou,23.6651,116.6379,23.92,88,100,1.5,CN,1694212666
532,baiquan,47.5833,126.0833,11.47,58,0,4.29,CN,1694212667
533,cedar city,37.6775,-113.0619,28.54,23,0,4.63,US,1694212418
534,pokhvistnevo,53.6524,52.1274,8.26,58,87,2.41,RU,1694212667
535,kasongo-lunda,-6.4667,16.8167,24.85,72,89,1.71,CD,1694212667
536,naze,28.3667,129.4833,23.51,75,0,1.61,JP,1694212667
537,kill devil hills,36.0307,-75.676,29.01,76,0,6.69,US,1694212667
538,talca,-35.4333,-71.6667,11.53,82,76,0.63,CL,1694212527
539,durban,-29.8579,31.0292,15.51,77,0,3.14,ZA,1694212668
540,belo oriente,-19.22,-42.4836,20.07,64,0,1.55,BR,1694212668
541,fabens,31.5023,-106.1586,40.62,13,4,1.18,US,1694212668
